employee_id,first_name,last_name,date_of_birth,gender,ethnicity,job_title,department,hire_date,termination_date,salary,hourly_rate,overtime_rate,pay_frequency,tax_withholding,ssn,address,city,state,zip_code,phone_number,emergency_contact_name,emergency_contact_phone,marital_status,spouse_name,number_of_dependents,education_level,years_of_experience,performance_rating,benefits_eligible,union_member
257,Bendite,Harce,12/13/1968,Female,Black,Compensation Analyst,Sales,4/4/2021,12/27/2018,43958.14,49.28,97.47,Weekly,0.1,754-36-0160,0604 Nevada Plaza,Stockholm,AB,103 98,436-692-1079,Bendite Harce,983-303-5137,Married,Bendite Harce,2,Bachelor's Degree,23,4.53,true,false
258,Chrissy,Ossenna,1/26/2001,Male,Hispanic,Senior Cost Accountant,Product Management,9/3/2004,8/12/2011,49985.6,95.29,30.36,Weekly,0.53,510-18-3577,13800 Bowman Street,Balkh,,,339-697-6184,Chrissy Ossenna,217-903-6618,Widowed,Chrissy Ossenna,10,Master's Degree,31,1.83,false,false
259,Dav,Mellor,3/31/1962,Male,Other,Help Desk Operator,Human Resources,9/15/2003,6/23/2019,160825.57,45.21,89.52,Bi-weekly,0.36,762-53-5404,6 Amoth Plaza,Znojmo,,671 81,578-502-4419,Dav Mellor,453-900-1354,Married,Dav Mellor,0,Master's Degree,5,4.85,false,true
260,Kay,Symcoxe,3/19/1955,Female,White,Sales Associate,Sales,9/27/2005,2/26/2019,154183.74,83.23,57.85,Bi-weekly,0.39,584-91-1762,4159 Sachs Crossing,Rio Meão,01,4520-471,865-136-5053,Kay Symcoxe,686-241-4389,Married,Kay Symcoxe,7,Doctorate,10,1.96,true,true
261,Paulo,Indge,11/18/1979,Male,Asian,Quality Engineer,Business Development,6/21/2012,8/17/2005,45801.86,88.39,30.05,Bi-weekly,0.26,789-32-0140,0945 Hermina Place,Wuquan,,,108-438-7256,Paulo Indge,961-279-7619,Widowed,Paulo Indge,10,Doctorate,12,2.81,true,true
262,Lyman,Rattry,2/8/1996,Male,Asian,Assistant Media Planner,Support,3/19/2017,10/25/2014,58825.63,96.31,32.68,Weekly,0.59,154-84-7527,59856 Straubel Trail,Pag-asa,,8113,401-222-1937,Lyman Rattry,318-441-0017,Divorced,Lyman Rattry,8,Doctorate,35,3.89,true,true
263,Juditha,Wookey,12/11/1972,Female,Other,Professor,Legal,12/5/2010,6/29/2001,47204.82,30.81,66.5,Monthly,0.44,546-47-1067,218 West Circle,Banjar Pande,,,535-585-5828,Juditha Wookey,839-521-1243,Married,Juditha Wookey,0,Associate's Degree,4,1.46,false,false
264,Cyndie,Aspin,11/24/1978,Female,Other,Staff Accountant III,Training,12/28/2006,6/19/2009,95433.66,42.51,12.74,Bi-weekly,0.37,227-81-7228,069 Manitowish Place,Pakuranga,,2140,666-293-7032,Cyndie Aspin,402-774-1926,Single,Cyndie Aspin,1,High School,30,3.61,true,false
265,Nicko,Papa,1/1/1980,Male,White,Human Resources Assistant II,Support,12/26/2015,3/8/2020,28560.39,83.57,28.18,Monthly,0.44,527-54-6931,298 Lawn Point,Luoluopu,,,278-505-2536,Nicko Papa,461-544-0073,Single,Nicko Papa,2,Master's Degree,45,2.74,false,false
266,Jehanna,Faull,12/19/1980,Female,Hispanic,Health Coach III,Accounting,7/26/2017,6/14/2017,42449.51,59.75,96.53,Monthly,0.09,460-43-8713,2 Hoard Street,Valença do Douro,18,5120-504,848-297-6234,Jehanna Faull,912-566-8913,Single,Jehanna Faull,0,High School,36,2.44,true,true
267,Horton,Lewendon,8/18/1980,Male,Hispanic,Clinical Specialist,Support,7/1/2010,9/25/2013,129389.92,53.47,78.07,Bi-weekly,0.05,218-56-9721,9 Mockingbird Park,Trstenik,,,756-646-8752,Horton Lewendon,852-207-4718,Widowed,Horton Lewendon,7,Doctorate,31,4.05,false,true
268,Vasili,Carillo,1/24/1995,Male,Asian,Sales Associate,Product Management,6/20/2008,7/30/2019,155460.57,13.89,69.6,Weekly,0.79,433-29-4320,0140 Hallows Court,Korydallós,,,853-681-7370,Vasili Carillo,419-157-4094,Single,Vasili Carillo,10,High School,31,1.94,true,true
269,Kaiser,Elcoat,1/11/1982,Male,Black,Research Associate,Human Resources,7/25/2000,3/12/2003,81648.36,80.25,34.89,Bi-weekly,0.06,386-74-7945,8786 Towne Trail,Norakert,,,160-963-5404,Kaiser Elcoat,879-741-5026,Divorced,Kaiser Elcoat,4,Bachelor's Degree,48,3.34,false,false
270,Karie,Floweth,9/1/1950,Female,Asian,Project Manager,Human Resources,12/24/2015,11/25/2010,179651.24,22.59,52.47,Bi-weekly,0.96,446-14-9129,6700 Mendota Place,Bambuí,,38900-000,433-599-5588,Karie Floweth,430-683-1503,Widowed,Karie Floweth,6,Bachelor's Degree,37,3.47,false,false
271,Willey,Gullis,8/12/1995,Male,White,Registered Nurse,Engineering,5/2/2001,7/15/2000,56448.98,14.7,78.72,Bi-weekly,0.21,358-80-7526,8586 Schurz Parkway,Shuangshipu,,,801-782-9798,Willey Gullis,427-973-7704,Widowed,Willey Gullis,9,Associate's Degree,27,4.95,true,false
272,Lambert,Heiss,7/4/2002,Male,Black,Food Chemist,Marketing,2/1/2015,7/18/2015,71513.97,13.36,96.61,Weekly,0.1,149-31-3939,600 Prairieview Circle,Diavatá,,,990-329-0160,Lambert Heiss,825-932-8516,Married,Lambert Heiss,7,Doctorate,25,1.05,true,true
273,Tine,Allsupp,6/14/1973,Female,Black,Civil Engineer,Engineering,8/6/2014,4/30/2010,36547.27,97.96,88.42,Weekly,0.78,574-61-6745,961 Logan Pass,Arcangel,,5602,514-203-3031,Tine Allsupp,281-945-2844,Widowed,Tine Allsupp,2,High School,3,2.99,false,true
274,Merrill,Chrichton,8/7/1959,Male,Asian,VP Sales,Research and Development,11/6/2009,9/11/2000,91598.01,57.63,46.96,Bi-weekly,0.73,651-73-1685,3 Heffernan Circle,El Regalo,,,974-863-5673,Merrill Chrichton,880-604-3593,Divorced,Merrill Chrichton,9,Doctorate,7,1.75,true,false
275,Marve,Sheron,9/21/1996,Male,Black,Tax Accountant,Marketing,8/8/2006,7/1/2013,68459.58,73.05,47.95,Weekly,0.13,876-81-2185,57233 Delladonna Parkway,Duraznopampa,,,760-604-2850,Marve Sheron,381-918-1150,Married,Marve Sheron,3,Associate's Degree,32,4.72,true,false
276,Lynn,Miners,6/21/1962,Female,White,Account Representative III,Human Resources,8/19/2005,1/17/2010,139532.95,63.02,19.2,Weekly,0.59,402-23-8140,18226 Butterfield Crossing,Sredno Konjare,,1060,905-106-7841,Lynn Miners,543-238-7460,Married,Lynn Miners,4,Associate's Degree,0,4.84,false,true
277,Maggi,Simonnin,4/28/1981,Female,Black,Electrical Engineer,Human Resources,5/24/2008,7/28/2008,41550.25,22.44,10.63,Bi-weekly,0.84,667-14-5204,13 Heath Alley,Rochester,NY,14683,585-602-0452,Maggi Simonnin,285-507-4271,Divorced,Maggi Simonnin,6,High School,22,3.73,false,true
278,Mirella,Munden,8/5/1992,Female,Other,Recruiter,Training,5/4/2012,9/11/2007,114031.72,90.75,25.8,Monthly,0.14,540-29-0782,0244 Heffernan Terrace,Farmington,MI,48335,248-215-8956,Mirella Munden,741-648-4651,Widowed,Mirella Munden,5,Master's Degree,24,2.75,false,false
279,Jess,Le Friec,12/6/1961,Male,Hispanic,Software Consultant,Services,6/24/2011,8/17/2009,137449.95,47.37,98.03,Weekly,0.18,298-88-8114,9276 Linden Point,Zhukovskiy,,142143,911-583-0801,Jess Le Friec,938-715-1467,Widowed,Jess Le Friec,0,Master's Degree,47,3.99,true,false
280,Vivianna,Lumpkin,6/21/1981,Female,Hispanic,Office Assistant IV,Research and Development,8/13/2010,10/20/2018,106202.43,46.64,14.38,Monthly,0.85,650-69-2234,6011 Kingsford Street,Qal‘ah-ye Na‘īm,,,698-924-0251,Vivianna Lumpkin,768-322-0138,Divorced,Vivianna Lumpkin,2,High School,9,3.16,false,true
281,Kale,Allchorn,12/29/1972,Male,Black,Nurse Practicioner,Engineering,6/20/2003,5/25/2012,59863.59,30.66,32.42,Bi-weekly,0.49,835-14-9845,1 Bowman Hill,Fomento,,,261-258-4603,Kale Allchorn,686-395-3464,Divorced,Kale Allchorn,3,Associate's Degree,16,2.24,false,false
282,Woodie,Sellor,1/1/1966,Male,Asian,Librarian,Engineering,8/15/2012,7/13/2017,62048.32,30.48,28.6,Bi-weekly,0.38,308-46-8132,435 Fordem Place,Banī an Nahārī,,,517-561-1480,Woodie Sellor,388-947-2507,Divorced,Woodie Sellor,8,Doctorate,0,1.71,true,false
283,Stanford,Shoreson,6/3/1951,Male,Black,Teacher,Human Resources,12/14/2019,2/7/2020,155044.36,81.32,23.21,Weekly,0.79,768-88-6822,1 Pierstorff Circle,Peristerona,,,422-782-1442,Stanford Shoreson,883-409-7867,Single,Stanford Shoreson,0,Associate's Degree,9,3.25,false,true
284,Tedda,Delagua,8/23/1984,Female,Other,Marketing Assistant,Marketing,5/29/2002,10/18/2005,20331.66,82.25,89.07,Monthly,0.37,502-72-1217,41 Kinsman Alley,Oslo,03,0492,211-758-5142,Tedda Delagua,925-701-4855,Married,Tedda Delagua,5,High School,28,4.76,false,true
285,Orland,McReynolds,9/11/1951,Male,White,VP Marketing,Human Resources,3/4/2017,5/3/2010,180681.05,64.88,55.97,Weekly,0.52,832-26-6709,7 Randy Circle,Sim,,456022,364-411-8317,Orland McReynolds,795-996-6197,Divorced,Orland McReynolds,4,Bachelor's Degree,3,1.88,true,false
286,Devland,Hedworth,5/31/1979,Male,Black,Web Developer III,Engineering,4/3/2004,7/17/2011,114158.28,73.71,25.96,Monthly,0.68,229-67-5272,16714 Monument Park,Druzhny,,,338-762-9698,Devland Hedworth,287-248-6656,Widowed,Devland Hedworth,10,High School,1,2.74,true,false
287,Nicol,Hamlington,3/31/1963,Female,White,Clinical Specialist,Research and Development,4/29/2001,8/27/2009,95503.38,99.6,75.61,Bi-weekly,0.7,253-73-0898,13 Brown Circle,Kronoby,,01760,417-263-4038,Nicol Hamlington,582-327-9402,Widowed,Nicol Hamlington,4,Bachelor's Degree,23,1.74,true,true
288,Miller,Murname,11/23/1969,Male,Asian,Librarian,Engineering,12/28/2014,12/6/2002,79572.81,46.76,93.97,Bi-weekly,0.18,161-42-1093,80 Brickson Park Street,Narol,,37-610,738-740-3832,Miller Murname,332-865-3348,Widowed,Miller Murname,2,Bachelor's Degree,39,4.95,false,false
289,Mackenzie,Haile,8/11/1957,Male,Hispanic,VP Accounting,Training,8/27/2008,2/16/2008,122944.58,52.29,32.87,Bi-weekly,0.43,106-93-7185,4032 Dakota Way,Cibeureum,,,449-760-0229,Mackenzie Haile,637-483-1495,Single,Mackenzie Haile,8,Doctorate,40,4.82,false,false
290,Siana,Venditti,6/15/1969,Female,Hispanic,Internal Auditor,Services,9/19/2015,4/15/2017,100284.98,45.57,61.53,Bi-weekly,0.54,344-56-8805,420 Arapahoe Drive,Tabatinga,,14910-000,568-189-2833,Siana Venditti,943-262-7900,Married,Siana Venditti,3,Master's Degree,36,2.26,false,true
291,Enos,Gullick,2/14/1963,Male,Hispanic,Geologist III,Marketing,9/11/2002,5/28/2016,195270.04,34.07,71.43,Weekly,0.62,213-09-6001,94112 Anthes Alley,Jundian,,,956-793-8672,Enos Gullick,347-967-0463,Widowed,Enos Gullick,9,Master's Degree,25,4.54,true,true
292,Julita,Madgwich,4/4/1950,Female,White,Research Assistant I,Research and Development,9/23/2012,2/18/2010,35887.46,47.18,20.97,Weekly,0.58,834-23-0591,70 Spenser Center,Vaulx-en-Velin,B9,69519 CEDEX,973-435-1112,Julita Madgwich,222-415-5311,Widowed,Julita Madgwich,10,High School,36,4.87,false,false
293,Joshuah,Mebius,5/19/1978,Male,Black,Software Engineer IV,Support,3/1/2002,11/8/2001,119569.45,35.32,10.5,Monthly,0.07,120-07-7794,60977 Novick Trail,Daixi,,,882-318-1357,Joshuah Mebius,362-608-9883,Widowed,Joshuah Mebius,5,Master's Degree,35,4.63,true,false
294,Cahra,Kynson,1/18/1976,Female,Asian,Assistant Manager,Marketing,12/15/2021,3/28/2016,36134.25,27.19,89.83,Bi-weekly,0.64,527-64-6543,86 Farragut Junction,Serere,,,523-945-2673,Cahra Kynson,432-858-7766,Divorced,Cahra Kynson,2,Doctorate,40,1.21,true,false
295,Abba,Simkovich,2/1/1988,Male,Asian,Graphic Designer,Business Development,2/9/2005,2/24/2006,162171.9,18.44,79.32,Monthly,0.32,258-28-4055,6 Sullivan Point,Sironko,,,336-816-4994,Abba Simkovich,775-829-3073,Widowed,Abba Simkovich,1,Master's Degree,27,2.65,true,true
296,Stafani,Stainson,7/30/1989,Female,White,Assistant Manager,Product Management,10/9/2016,2/2/2009,83712.53,97.13,15.69,Weekly,0.78,730-12-7462,815 Chive Hill,Huai’an,,,677-408-8812,Stafani Stainson,512-115-2262,Single,Stafani Stainson,5,High School,50,2.93,false,false
297,Chantalle,Eddowis,4/25/1996,Female,Black,Structural Engineer,Product Management,10/13/2001,11/3/2010,166953.95,97.2,90.78,Weekly,0.47,718-37-7525,518 Lunder Plaza,Grodków,,49-200,779-263-7811,Chantalle Eddowis,636-712-0258,Divorced,Chantalle Eddowis,4,Master's Degree,8,4.54,true,false
298,Edan,Shevell,3/29/1957,Male,White,Research Assistant III,Business Development,6/12/2010,12/5/2017,143656.94,93.55,45.05,Monthly,0.28,404-30-2480,74 Ryan Crossing,Maogou,,,762-718-3906,Edan Shevell,108-669-9242,Married,Edan Shevell,3,Bachelor's Degree,16,4.24,false,true
299,Greggory,Weddeburn,8/10/1982,Male,White,VP Marketing,Human Resources,3/13/2006,4/26/2011,197596.25,66.74,58.34,Weekly,0.42,246-13-7622,4 Surrey Parkway,Fiães,01,4505-224,670-888-3336,Greggory Weddeburn,400-777-9422,Widowed,Greggory Weddeburn,7,Bachelor's Degree,14,4.8,true,true
300,Dreddy,Dalliston,8/9/1969,Female,Hispanic,Compensation Analyst,Accounting,2/27/2020,8/6/2020,52232.98,60.77,93.91,Monthly,0.69,436-56-9945,185 Anniversary Hill,Bilopillya,,,738-891-3120,Dreddy Dalliston,289-950-8552,Widowed,Dreddy Dalliston,0,Bachelor's Degree,4,2.2,true,true
301,Felic,Tweedy,2/20/1964,Male,White,Technical Writer,Support,10/9/2008,7/24/2015,42882.86,11.56,18.75,Weekly,0.39,479-19-1124,068 Village Plaza,Chengjiao,,,291-545-2607,Felic Tweedy,857-321-3611,Widowed,Felic Tweedy,5,High School,16,3.03,false,false
302,Joela,Dabell,2/28/1959,Female,White,Operator,Research and Development,3/9/2020,10/19/2005,128439.39,10.55,27.16,Bi-weekly,0.41,861-24-3517,04868 Lakewood Center,Dobrovo,,5212,938-349-0668,Joela Dabell,716-785-4143,Single,Joela Dabell,1,Master's Degree,1,1.39,false,false
303,Adena,Ganforth,10/21/1990,Female,Asian,Community Outreach Specialist,Human Resources,2/13/2011,4/3/2005,49336.91,43.96,78.11,Bi-weekly,0.59,555-14-4663,852 Hauk Hill,Narutochō-mitsuishi,,779-0311,310-482-5851,Adena Ganforth,712-187-2618,Married,Adena Ganforth,10,High School,20,1.64,false,false
304,Drucill,Lartice,6/27/1980,Female,Hispanic,Financial Analyst,Accounting,1/20/2003,8/9/2017,26216.92,52.17,78.49,Bi-weekly,0.75,649-37-1040,610 Dennis Drive,Nova Venécia,,29830-000,240-171-0542,Drucill Lartice,380-652-0387,Single,Drucill Lartice,0,Doctorate,23,4.36,true,false
305,Geoffry,Burfitt,1/15/1973,Male,Black,Food Chemist,Product Management,10/21/2003,2/24/2017,51886.44,17.63,30.84,Bi-weekly,0.54,767-59-9047,4 Eagle Crest Avenue,Yangdu,,,512-844-2453,Geoffry Burfitt,896-582-7721,Divorced,Geoffry Burfitt,7,Associate's Degree,17,4.92,false,false
306,Deck,Vanyakin,2/15/1961,Male,Black,Data Coordinator,Research and Development,8/25/2006,8/28/2021,24298.38,28.65,63.74,Bi-weekly,0.79,318-98-2288,77 Anthes Point,Twyford,ENG,LE14,795-804-7265,Deck Vanyakin,927-356-9147,Single,Deck Vanyakin,4,Bachelor's Degree,20,2.12,false,true
307,Larine,Luxen,4/3/1979,Female,Black,Senior Sales Associate,Training,11/8/2007,1/17/2012,66280.48,47.79,94.64,Monthly,0.44,505-35-4952,2016 South Junction,Tsuruoka,,669-5313,509-992-1176,Larine Luxen,626-440-1953,Married,Larine Luxen,4,High School,35,1.92,true,true
308,Rena,Abrahamian,3/11/1955,Female,Hispanic,Data Coordinator,Product Management,1/9/2013,1/27/2015,124098.51,83.88,84.82,Bi-weekly,0.01,829-61-2399,6591 Boyd Avenue,Kotingnatagete,,,620-783-4784,Rena Abrahamian,538-707-1634,Single,Rena Abrahamian,9,Master's Degree,39,4.46,true,true
309,Nola,Bonnyson,11/18/1973,Female,Hispanic,Health Coach I,Sales,12/27/2021,12/23/2014,157685.49,60.43,79.14,Weekly,0.11,563-53-1516,8 Duke Place,Luoqiao,,,811-825-4976,Nola Bonnyson,154-534-7030,Married,Nola Bonnyson,0,Master's Degree,47,1.5,true,false
310,Reese,Kemwall,2/21/1965,Male,Asian,Registered Nurse,Marketing,6/15/2021,5/7/2013,117889.86,26.78,62.91,Bi-weekly,0.69,175-75-5470,0 Marcy Drive,Pereyaslav-Khmel’nyts’kyy,,,694-734-6824,Reese Kemwall,694-218-7075,Divorced,Reese Kemwall,1,Associate's Degree,9,1.49,false,false
311,Jillie,Tarr,6/13/1975,Female,Asian,Civil Engineer,Services,1/29/2010,8/24/2011,46231.04,55.19,95.68,Monthly,0.4,855-20-6373,37773 Russell Place,Hashimoto,,999-8242,317-360-1500,Jillie Tarr,579-624-3008,Divorced,Jillie Tarr,10,Doctorate,1,1.81,false,false
312,Duane,Kettlestringe,7/23/1973,Male,Black,Research Assistant III,Training,2/27/2013,9/22/2018,190164.63,55.8,65.06,Monthly,0.95,555-03-7380,5 Red Cloud Avenue,Milanówek,,05-822,870-871-6885,Duane Kettlestringe,552-640-7013,Single,Duane Kettlestringe,8,Associate's Degree,10,1.12,false,false
313,Lanae,Martello,5/1/1968,Female,Black,Administrative Officer,Marketing,4/12/2021,12/1/2014,171760.94,69.56,53.51,Weekly,0.18,258-81-1417,2035 Orin Alley,Mamboma,,,704-400-4807,Lanae Martello,237-356-2227,Divorced,Lanae Martello,5,Associate's Degree,16,1.54,false,true
314,Corene,Kilshaw,3/25/1963,Female,White,Senior Financial Analyst,Product Management,12/9/2015,11/4/2012,125415.36,52.8,64.21,Monthly,0.86,715-10-0241,58 Northwestern Junction,Widuchowa,,74-120,164-424-3382,Corene Kilshaw,514-801-8957,Divorced,Corene Kilshaw,9,High School,43,4.99,false,false
315,Vicky,Rubinchik,9/13/1981,Female,Asian,Human Resources Manager,Marketing,12/5/2012,2/14/2017,116497.87,53.77,19.0,Monthly,0.27,239-64-4998,1474 Mallard Park,Datong,,,293-996-7611,Vicky Rubinchik,821-244-3194,Married,Vicky Rubinchik,8,Bachelor's Degree,10,2.37,false,true
316,Albert,O' Cuolahan,5/26/1961,Male,Asian,Assistant Professor,Sales,5/22/2014,3/9/2017,179362.51,78.73,78.38,Monthly,0.72,190-33-3281,7054 Derek Center,Suwalan,,,843-230-1980,Albert O' Cuolahan,746-404-0793,Divorced,Albert O' Cuolahan,8,Doctorate,20,1.5,false,true
317,Sheba,Brotherhead,11/26/1989,Female,Other,Executive Secretary,Sales,1/11/2001,6/2/2014,138188.24,32.78,37.04,Weekly,0.35,155-13-8860,600 Bayside Road,Nivnice,,687 51,227-720-1645,Sheba Brotherhead,987-949-7954,Widowed,Sheba Brotherhead,8,Master's Degree,6,2.22,false,false
318,Silvester,Cade,4/18/1982,Male,White,Sales Associate,Business Development,10/23/2006,6/26/2018,46973.44,37.01,81.32,Bi-weekly,0.98,530-98-0076,045 Algoma Parkway,El Paso,TX,79940,915-646-0593,Silvester Cade,633-904-4209,Married,Silvester Cade,10,High School,32,4.02,true,false
319,Lenora,Feldmesser,10/13/1985,Female,Hispanic,Environmental Specialist,Support,3/8/2019,1/2/2003,31045.09,58.11,86.82,Weekly,0.3,627-57-9435,2234 Sugar Way,Greensboro,NC,27404,336-524-2011,Lenora Feldmesser,167-206-2363,Married,Lenora Feldmesser,0,Master's Degree,14,3.31,false,true
320,Georgeta,Morten,11/29/1955,Female,Other,Analog Circuit Design manager,Support,3/7/2014,2/10/2006,191024.59,51.52,96.96,Weekly,0.89,165-17-8320,4 Maywood Plaza,Ostrów Wielkopolski,,63-417,585-586-2120,Georgeta Morten,542-147-0790,Single,Georgeta Morten,5,Doctorate,26,1.01,false,true
321,Thorin,Elstub,2/2/1994,Male,Asian,Paralegal,Support,3/29/2021,10/12/2006,149744.05,71.57,73.62,Weekly,0.18,347-66-2387,486 Hauk Way,Mabiton,,1801,946-244-5750,Thorin Elstub,673-545-6839,Married,Thorin Elstub,9,Associate's Degree,31,2.66,true,true
322,Hogan,Paynton,9/14/2001,Male,Black,Design Engineer,Support,2/6/2015,8/8/2008,199380.53,99.93,79.01,Weekly,0.61,606-57-3875,8135 Kinsman Street,Phichit,,66140,256-965-6122,Hogan Paynton,340-575-7420,Single,Hogan Paynton,9,Associate's Degree,45,2.01,true,true
323,Malvin,Carsey,9/10/1957,Male,White,Nurse,Engineering,6/4/2017,11/24/2004,103917.34,62.35,89.09,Bi-weekly,0.24,266-81-7191,54590 Moulton Circle,Judita,,,616-230-7575,Malvin Carsey,312-522-1634,Divorced,Malvin Carsey,0,High School,50,2.8,true,true
324,Rochell,Prydden,6/18/1956,Female,Hispanic,Analyst Programmer,Sales,3/27/2010,2/3/2008,91145.08,16.52,83.46,Bi-weekly,0.79,226-32-6767,116 Farmco Junction,Oksa,,28-363,156-245-0453,Rochell Prydden,264-604-5245,Single,Rochell Prydden,6,Bachelor's Degree,43,2.45,false,false
325,Sherlock,Bessent,11/12/1974,Male,Other,Structural Analysis Engineer,Legal,4/30/2014,12/29/2016,55107.25,24.14,22.17,Monthly,0.5,409-10-1854,15 Kinsman Center,Grabów,,99-150,103-144-0282,Sherlock Bessent,910-523-0481,Married,Sherlock Bessent,1,Associate's Degree,19,3.14,false,true
326,Aurelie,Chapelhow,6/15/1964,Female,White,Media Manager I,Support,7/25/2018,10/22/2017,85323.6,83.92,23.42,Monthly,0.64,815-77-3711,90 Bonner Trail,Siyabuswa,,1030,795-539-8664,Aurelie Chapelhow,592-312-9371,Married,Aurelie Chapelhow,5,Master's Degree,13,3.89,false,true
327,Juline,Thieme,2/16/1976,Female,Other,Desktop Support Technician,Support,10/20/2003,2/18/2020,123735.12,84.27,53.45,Weekly,0.25,385-45-5664,67432 Kipling Pass,Osiek nad Notecią,,75-571,425-491-1699,Juline Thieme,133-383-5139,Single,Juline Thieme,8,Bachelor's Degree,12,4.12,true,true
328,Wallis,Odda,7/13/1994,Male,Other,Assistant Professor,Product Management,7/20/2018,5/25/2003,113892.61,41.95,22.3,Weekly,0.01,893-75-2508,69 Spohn Road,Jaša Tomić,,,724-426-9893,Wallis Odda,377-706-2521,Single,Wallis Odda,1,High School,32,3.2,true,true
329,Erroll,McMurray,4/19/1973,Male,Other,Registered Nurse,Research and Development,8/28/2021,4/26/2010,145343.81,60.92,59.65,Monthly,0.85,408-97-1483,218 Surrey Point,Mozhong,,,589-602-0721,Erroll McMurray,885-864-2090,Widowed,Erroll McMurray,5,Associate's Degree,27,1.37,true,true
330,Nikolaos,Cantillion,12/11/1982,Male,Black,Pharmacist,Training,2/12/2012,1/18/2001,186408.47,33.52,34.22,Weekly,0.24,510-87-5713,9345 Johnson Drive,Zhongnan,,,425-337-2763,Nikolaos Cantillion,975-589-5583,Single,Nikolaos Cantillion,10,Bachelor's Degree,45,1.64,true,true
331,Linoel,Bygrave,5/25/1995,Male,Asian,Web Developer I,Accounting,7/10/2002,11/8/2005,90309.49,68.97,22.17,Monthly,0.74,852-99-6723,306 Jackson Center,San Isidro,CHP,27990,332-500-7402,Linoel Bygrave,944-140-1543,Single,Linoel Bygrave,5,Master's Degree,19,1.13,false,false
332,Delinda,Furlong,6/26/1980,Female,Asian,Software Test Engineer II,Business Development,6/26/2003,1/11/2001,176299.52,35.32,20.44,Weekly,0.91,582-44-1499,999 Sunbrook Circle,Dongping,,,892-247-9849,Delinda Furlong,523-429-1939,Widowed,Delinda Furlong,2,Associate's Degree,16,1.17,true,false
333,Erhard,Beake,1/30/1984,Male,Black,Accountant III,Business Development,8/12/2017,4/5/2012,180371.41,43.86,36.99,Bi-weekly,0.23,675-77-2689,81 Glendale Pass,Reserva,,84320-000,895-315-5599,Erhard Beake,438-797-7694,Divorced,Erhard Beake,1,Bachelor's Degree,10,3.06,true,true
334,Alena,Evesque,3/15/1957,Female,White,Safety Technician IV,Human Resources,1/27/2001,5/28/2000,49165.06,47.89,69.3,Weekly,0.4,640-08-4736,58 Rigney Drive,Antipino,,625516,109-951-3325,Alena Evesque,799-625-5489,Single,Alena Evesque,6,Master's Degree,40,4.06,false,true
335,Zollie,Burman,8/28/1958,Male,Other,Actuary,Research and Development,3/19/2005,7/27/2007,132866.92,43.55,61.99,Bi-weekly,0.27,799-03-6542,217 Loomis Park,Árgos,,,329-516-5038,Zollie Burman,755-731-3138,Divorced,Zollie Burman,8,Master's Degree,6,3.97,false,true
336,Eberto,Beeck,2/20/1985,Male,White,Information Systems Manager,Legal,1/24/2002,1/27/2009,71290.13,26.68,43.04,Monthly,0.47,838-86-9661,906 Straubel Drive,Minyat an Naşr,,,796-241-2912,Eberto Beeck,213-669-8537,Divorced,Eberto Beeck,0,Master's Degree,5,3.69,true,false
337,Glen,Grange,7/1/1991,Female,Asian,Social Worker,Support,12/9/2001,11/29/2014,65531.29,16.75,88.49,Bi-weekly,0.55,463-68-2614,777 Merry Place,Outokumpu,,83501,106-513-6397,Glen Grange,560-494-1019,Single,Glen Grange,2,Associate's Degree,0,1.62,true,false
338,Annabal,Sills,2/11/1973,Female,Asian,Accountant IV,Accounting,12/22/2010,5/22/2021,167279.58,24.37,31.84,Weekly,0.6,194-91-2518,135 Fuller Center,Trzemeszno,,62-240,846-895-2627,Annabal Sills,963-436-5582,Widowed,Annabal Sills,7,High School,18,3.19,false,false
339,Dion,Strognell,6/2/1972,Female,Asian,VP Accounting,Services,10/3/2015,9/28/2018,40595.57,60.59,57.11,Monthly,0.24,626-10-4639,7 Gateway Street,Keetmanshoop,,,640-380-2061,Dion Strognell,130-101-1561,Divorced,Dion Strognell,5,High School,44,1.17,true,false
340,Arte,Prawle,8/4/1996,Male,Hispanic,Information Systems Manager,Product Management,6/11/2004,11/27/2015,22725.56,63.46,80.3,Bi-weekly,0.47,183-30-1314,5598 Golf Course Terrace,Vân Tùng,,,462-344-9281,Arte Prawle,453-218-4031,Married,Arte Prawle,2,High School,34,2.34,true,false
341,Leighton,Grenshields,4/22/1970,Male,Asian,Software Engineer I,Business Development,5/8/2000,3/5/2001,36694.09,90.64,92.34,Monthly,0.17,480-34-8108,952 Almo Trail,Boca Raton,FL,33487,561-797-9245,Leighton Grenshields,531-265-6239,Single,Leighton Grenshields,6,High School,4,1.54,false,true
342,Isaiah,Endley,2/10/1951,Male,Asian,Senior Financial Analyst,Marketing,7/2/2019,9/28/2003,25137.83,94.91,52.37,Bi-weekly,0.34,172-93-2878,83488 Muir Hill,Gewanē,,,698-949-0587,Isaiah Endley,754-678-7082,Married,Isaiah Endley,4,Master's Degree,3,3.93,true,true
343,Prudi,Yushachkov,4/8/1953,Female,Hispanic,Web Developer IV,Accounting,9/30/2007,2/25/2011,149807.6,64.97,35.4,Bi-weekly,0.61,756-36-7501,13646 Chive Parkway,Los Pinos,GUA,36780,181-705-4420,Prudi Yushachkov,568-656-9392,Single,Prudi Yushachkov,5,Associate's Degree,8,3.63,false,false
