employee_id,first_name,last_name,date_of_birth,gender,ethnicity,job_title,department,hire_date,termination_date,salary,hourly_rate,overtime_rate,pay_frequency,tax_withholding,ssn,address,city,state,zip_code,phone_number,emergency_contact_name,emergency_contact_phone,marital_status,spouse_name,number_of_dependents,education_level,years_of_experience,performance_rating,benefits_eligible,union_member
226,Albrecht,Harby,11/28/1970,Cisgender Female,White,Operator,Accounting,2/10/2007,11/14/2002,91427.42,39.17,38.58,Monthly,0.31,622-91-5203,961 Canary Parkway,Długosiodło,,07-210,698-611-9674,Albrecht Harby,260-244-3921,Married,Albrecht Harby,3,Master's Degree,30,1.7,true,true
227,Mercy,Kinneally,9/19/1974,Bigender,Black,Marketing Manager,Human Resources,6/16/2016,3/22/2004,169995.32,68.02,91.12,Weekly,0.06,181-74-1298,6 Harbort Pass,Kyperoúnta,,,786-169-7597,Mercy Kinneally,460-440-4891,Married,Mercy Kinneally,10,Doctorate,36,3.33,true,true
228,Corry,Sandhill,10/23/1964,Trans Man,White,Software Test Engineer IV,Research and Development,3/19/2005,5/2/2011,106410.39,46.81,16.47,Weekly,0.28,348-17-6749,67 Monterey Lane,El Refugio,JAL,45310,875-328-6645,Corry Sandhill,268-876-4818,Married,Corry Sandhill,2,Associate's Degree,34,4.87,false,true
229,Marji,Taffrey,12/26/1995,Pangender,Black,Financial Advisor,Accounting,10/9/2011,2/15/2014,131607.97,23.96,96.06,Monthly,0.53,679-19-7520,06075 Ridge Oak Plaza,Morshansk,,442283,430-231-1530,Marji Taffrey,516-865-3378,Married,Marji Taffrey,6,High School,24,4.15,true,true
230,Murry,Freeman,12/3/1961,Trans Person,White,Teacher,Support,10/15/2015,5/13/2000,175966.78,11.14,80.76,Weekly,0.38,143-83-3559,988 Arkansas Way,Zhetang,,,101-307-8669,Murry Freeman,117-160-4550,Married,Murry Freeman,9,Master's Degree,46,1.45,false,true
231,Haydon,Weiss,3/1/1952,Trans Male,Asian,Associate Professor,Accounting,6/19/2004,3/8/2019,123851.3,82.16,12.72,Bi-weekly,0.49,703-83-5157,90258 Eastlawn Alley,Miracema,,28460-000,414-734-4597,Haydon Weiss,767-911-2806,Single,Haydon Weiss,6,High School,21,3.04,true,true
232,Edsel,Bryan,10/11/1990,Transgender Male,Black,Analyst Programmer,Business Development,4/28/2021,3/22/2021,96727.89,18.04,96.78,Bi-weekly,0.83,501-09-2433,35565 Carpenter Place,Boawae,,,729-696-0011,Edsel Bryan,482-876-3117,Single,Edsel Bryan,3,High School,8,4.55,false,true
233,Cecilla,Berwick,12/24/1966,Intersex,Hispanic,Programmer II,Support,8/30/2004,5/30/2006,99186.32,58.28,14.24,Weekly,0.45,885-78-5057,6532 Main Alley,Quintã,13,4620-729,686-907-4810,Cecilla Berwick,674-349-2345,Divorced,Cecilla Berwick,8,Doctorate,6,3.25,true,true
234,Alejandrina,Persehouse,12/17/1998,Transgender Male,White,Budget/Accounting Analyst III,Product Management,1/7/2012,11/13/2008,84154.73,20.76,14.16,Weekly,0.36,237-92-6018,758 Judy Trail,Mabasa,,3707,499-763-7842,Alejandrina Persehouse,423-653-4457,Widowed,Alejandrina Persehouse,0,Master's Degree,6,1.66,true,true
235,Way,Klaffs,6/17/1959,Transsexual Female,Black,Nurse,Product Management,6/15/2019,11/19/2001,108249.14,37.4,34.92,Monthly,0.61,464-96-1380,257 Lakeland Court,Xingxi,,,481-537-9347,Way Klaffs,786-474-0737,Single,Way Klaffs,3,Bachelor's Degree,12,3.45,false,false
236,Chevalier,Poplee,6/20/1983,Cis Man,Hispanic,Desktop Support Technician,Business Development,10/24/2004,4/7/2020,80844.94,82.81,62.33,Monthly,0.9,403-33-5955,95 Oxford Avenue,Shunling,,,602-132-3029,Chevalier Poplee,916-520-8975,Single,Chevalier Poplee,5,Associate's Degree,28,3.26,true,false
237,Mahala,Ginni,11/30/1958,Androgyne,Hispanic,Compensation Analyst,Business Development,10/11/2000,9/17/2007,137612.84,92.67,78.41,Weekly,0.49,750-46-2748,2988 Park Meadow Road,Sukorejo,,,751-485-5510,Mahala Ginni,762-353-8818,Widowed,Mahala Ginni,4,Doctorate,37,3.29,true,true
238,Bay,Father,6/8/1974,Cis Female,Asian,Account Coordinator,Accounting,4/9/2020,1/7/2019,52193.01,44.23,83.09,Weekly,0.8,271-61-9741,73591 Surrey Place,Fukui-shi,,919-0486,701-415-3118,Bay Father,550-959-8953,Widowed,Bay Father,2,Bachelor's Degree,14,3.22,false,false
239,Olimpia,Pettifor,4/1/1994,Cisgender Woman,Other,Biostatistician II,Marketing,2/25/2021,1/4/2020,74729.67,96.17,38.72,Monthly,0.38,184-84-7748,28 Superior Park,Bayang,,,125-993-0159,Olimpia Pettifor,998-507-9618,Married,Olimpia Pettifor,5,Master's Degree,41,2.41,true,false
240,Etheline,Gilderoy,10/2/1954,Cis Female,Black,Chief Design Engineer,Accounting,1/9/2001,5/6/2020,57094.23,97.88,61.61,Monthly,0.35,787-06-5073,06 Mcguire Hill,Babao,,,512-903-8774,Etheline Gilderoy,586-337-4501,Single,Etheline Gilderoy,0,High School,30,3.94,true,false
241,Chet,Rigglesford,10/11/1979,Androgyne,Black,Programmer Analyst II,Human Resources,3/31/2021,7/14/2005,170519.51,30.29,64.6,Bi-weekly,0.14,783-20-0619,5848 Lakeland Parkway,Sydney,NSW,1171,202-186-8838,Chet Rigglesford,487-220-5567,Divorced,Chet Rigglesford,10,Bachelor's Degree,39,2.03,true,false
242,Spike,Hirsthouse,1/21/1969,Trans Person,Black,Community Outreach Specialist,Services,7/25/2004,11/4/2019,146862.23,44.56,69.35,Bi-weekly,0.35,859-10-3567,0074 Milwaukee Plaza,Dongcheng,,,913-482-0198,Spike Hirsthouse,563-303-3952,Widowed,Spike Hirsthouse,9,Master's Degree,18,3.79,false,true
243,Rhett,Goulston,12/21/1964,Non-binary,Hispanic,Administrative Assistant III,Services,9/4/2015,2/1/2010,151874.06,86.22,80.64,Bi-weekly,0.05,373-07-6829,1 Raven Terrace,Apurawan,,8717,663-734-3792,Rhett Goulston,232-550-5862,Married,Rhett Goulston,6,Associate's Degree,9,3.54,false,false
244,Davis,Pitkaithly,11/19/1960,Transfeminine,White,Senior Financial Analyst,Marketing,1/11/2012,11/3/2016,21162.44,38.85,16.95,Monthly,0.03,361-72-8366,6 Summer Ridge Parkway,Jenamas,,,468-787-7404,Davis Pitkaithly,341-596-1431,Single,Davis Pitkaithly,0,Master's Degree,42,3.56,true,true
245,Britte,Munsey,8/15/2001,Transmasculine,Black,Project Manager,Accounting,6/22/2019,12/22/2020,28200.83,78.23,33.77,Weekly,0.82,888-99-8205,6010 Manufacturers Road,Shangqiu,,,739-140-4370,Britte Munsey,328-778-7834,Single,Britte Munsey,5,Master's Degree,41,2.88,false,true
246,Gertruda,Nyssen,8/4/1977,Other,Other,Payment Adjustment Coordinator,Research and Development,7/16/2011,8/21/2004,69108.45,80.42,99.59,Weekly,0.19,363-04-3940,98 Forest Run Court,Haurpanggung,,,493-868-5059,Gertruda Nyssen,323-673-1488,Widowed,Gertruda Nyssen,10,Doctorate,2,3.41,true,true
247,Shelby,Gladtbach,8/9/1966,Transsexual Woman,Hispanic,Help Desk Technician,Research and Development,12/8/2018,4/10/2001,37964.38,11.25,81.69,Monthly,0.46,156-95-3377,89 Homewood Drive,Bandeirantes,,86360-000,993-930-0119,Shelby Gladtbach,499-243-9575,Divorced,Shelby Gladtbach,9,Associate's Degree,49,1.71,false,true
248,Pat,Fulker,4/26/1999,Genderqueer,Other,Database Administrator IV,Business Development,4/6/2021,7/7/2017,176590.09,78.61,97.55,Weekly,0.71,605-35-8707,56 Blue Bill Park Junction,Obrera,TAM,88680,962-202-9672,Pat Fulker,150-892-9410,Divorced,Pat Fulker,10,Doctorate,44,2.5,false,true
249,Maris,Tomaszynski,10/8/2001,Trans,Hispanic,Associate Professor,Engineering,12/2/2020,9/2/2016,155676.17,20.22,81.79,Weekly,0.19,581-82-6539,072 Dapin Street,Nagato,,950-3345,810-900-5638,Maris Tomaszynski,634-474-0520,Married,Maris Tomaszynski,7,Associate's Degree,27,4.71,false,true
250,Glori,Yoskowitz,11/1/1964,Cisgender Male,Other,Associate Professor,Accounting,12/29/2012,12/1/2010,160148.74,25.34,39.76,Weekly,0.64,282-86-9191,1509 High Crossing Parkway,Kasui,,,501-563-9952,Glori Yoskowitz,762-786-2912,Widowed,Glori Yoskowitz,8,Master's Degree,42,2.11,true,false
251,Dal,Stille,4/19/1967,Agender,Other,Safety Technician II,Services,6/9/2011,8/18/2020,49145.99,62.6,46.09,Bi-weekly,0.44,472-06-9028,80519 Continental Street,Ryazhsk,,391964,957-551-2835,Dal Stille,399-665-8338,Single,Dal Stille,7,Bachelor's Degree,13,1.58,false,false
252,Drake,Prickett,7/29/1958,Cis Male,White,Help Desk Technician,Services,10/29/2012,5/11/2013,175217.46,70.33,19.92,Bi-weekly,0.53,313-60-8488,4654 Mcbride Lane,Kumla,T,692 24,330-846-2366,Drake Prickett,880-123-0917,Single,Drake Prickett,1,Associate's Degree,30,1.28,true,false
253,Tanya,Martonfi,2/14/1974,Gender Nonconforming,Asian,Design Engineer,Sales,10/28/2004,1/8/2006,162461.27,98.57,97.93,Weekly,0.82,350-06-2786,905 Grasskamp Circle,Toukh,,,477-108-6288,Tanya Martonfi,969-909-9474,Widowed,Tanya Martonfi,2,Bachelor's Degree,32,1.36,false,true
254,Neel,Theriot,10/18/1981,Gender Fluid,White,Actuary,Business Development,1/18/2010,8/27/2007,187198.89,65.4,15.24,Weekly,0.29,142-35-2835,01326 Lukken Terrace,Podbuzh,,,721-918-9810,Neel Theriot,653-678-2172,Single,Neel Theriot,1,Master's Degree,49,2.9,true,true
255,Roxanne,Brand-Hardy,7/31/2001,Trans Person,White,Sales Representative,Marketing,2/27/2007,7/1/2007,97594.44,78.47,74.52,Bi-weekly,0.44,102-21-7510,5 Hudson Avenue,Неготино,,1236,554-207-1208,Roxanne Brand-Hardy,129-169-3861,Divorced,Roxanne Brand-Hardy,7,Doctorate,29,4.39,false,true
256,Janeva,Lionel,7/30/1998,Gender Questioning,Black,Food Chemist,Marketing,8/6/2021,12/19/2002,143461.65,70.84,66.8,Weekly,0.07,366-91-0970,72 High Crossing Way,Himensulan,,1682,184-306-9339,Janeva Lionel,263-636-5466,Widowed,Janeva Lionel,10,High School,35,3.07,false,true
257,Maud,Sheivels,2/16/2002,Neither,Black,Sales Associate,Legal,3/7/2010,1/25/2005,132289.41,15.9,85.12,Weekly,0.5,773-85-0334,29 Schurz Circle,Yatunpu,,,854-567-6387,Maud Sheivels,700-657-7044,Widowed,Maud Sheivels,3,High School,1,3.83,true,true
258,Petey,Mehaffey,2/16/1981,Gender Fluid,Other,Structural Analysis Engineer,Engineering,2/25/2011,10/27/2016,158912.44,25.92,97.32,Weekly,0.48,687-63-3425,5 Lake View Lane,Lewokluok,,,163-616-3815,Petey Mehaffey,279-974-4128,Married,Petey Mehaffey,0,High School,1,1.85,true,false
259,Veronika,Valde,11/8/1954,Pangender,Hispanic,Sales Associate,Research and Development,6/13/2001,2/1/2000,45715.15,53.18,12.28,Monthly,0.7,534-26-1491,600 Mcguire Court,Corpus Christi,TX,78405,361-858-8064,Veronika Valde,568-257-1241,Widowed,Veronika Valde,7,Master's Degree,6,1.27,true,true
260,Aristotle,Wylder,9/28/1984,Cisgender Man,Asian,Financial Advisor,Research and Development,7/19/2006,8/10/2020,172086.25,35.87,38.95,Monthly,0.63,545-59-0025,7283 Old Shore Street,Bator,,,113-664-8793,Aristotle Wylder,698-760-5383,Divorced,Aristotle Wylder,8,Associate's Degree,48,2.3,false,false
261,Mariellen,Buckerfield,5/15/1976,Transgender,Other,Analyst Programmer,Research and Development,4/25/2008,10/8/2005,26944.28,83.17,26.19,Weekly,0.82,219-28-4522,81417 Chinook Terrace,Itapipoca,,62500-000,715-639-6267,Mariellen Buckerfield,144-493-7780,Widowed,Mariellen Buckerfield,5,High School,25,3.48,false,true
262,Maggee,Imlin,11/22/1997,Transgender,Black,Recruiting Manager,Training,1/1/2007,10/10/2010,137930.86,43.08,58.42,Weekly,0.17,509-44-7701,140 Blackbird Hill,Detroit,MI,48258,313-892-9940,Maggee Imlin,426-945-2256,Single,Maggee Imlin,4,Associate's Degree,50,2.24,false,false
263,Putnem,Mannakee,3/24/1961,Cis Male,Asian,Recruiting Manager,Training,8/11/2020,8/19/2011,33369.22,83.31,61.0,Monthly,0.39,301-11-0861,70 Parkside Alley,Tuzhai,,,853-804-1018,Putnem Mannakee,122-536-7766,Widowed,Putnem Mannakee,10,Master's Degree,50,4.49,false,true
264,Ilka,Bladder,12/22/1957,Transmasculine,Other,Assistant Professor,Human Resources,11/20/2007,11/10/2021,126869.68,76.58,30.63,Bi-weekly,0.2,146-35-5949,99 John Wall Crossing,Mtsensk,,303036,599-728-2181,Ilka Bladder,404-247-2849,Married,Ilka Bladder,0,Bachelor's Degree,46,1.22,true,false
265,Arlene,Persich,5/21/1984,Cisgender Woman,Black,Internal Auditor,Training,1/29/2016,4/29/2013,27876.21,13.5,96.24,Weekly,0.14,640-10-5347,2194 Scott Hill,Nanger,,,617-628-7838,Arlene Persich,831-798-4800,Widowed,Arlene Persich,0,Master's Degree,16,1.41,false,true
266,Valene,Aitken,5/23/1988,Trans Person,Asian,Registered Nurse,Legal,2/23/2009,1/2/2013,85628.64,25.39,96.69,Weekly,0.82,774-33-3646,3068 Buell Street,Camagüey,,,708-391-1170,Valene Aitken,181-602-1214,Divorced,Valene Aitken,10,Master's Degree,44,3.59,false,true
267,Sammy,Poleykett,6/2/1993,Non-binary,Hispanic,Sales Representative,Marketing,3/8/2011,10/6/2013,60229.62,73.97,48.38,Bi-weekly,0.01,544-88-7940,242 Twin Pines Lane,Krzeczów,,32-765,407-461-1750,Sammy Poleykett,632-598-4025,Widowed,Sammy Poleykett,2,Doctorate,13,3.38,true,false
268,Vladamir,Brooksbank,9/8/1952,Cis Man,Other,Physical Therapy Assistant,Engineering,4/18/2020,11/1/2004,115137.18,34.96,19.72,Bi-weekly,0.23,359-49-0857,41 Declaration Hill,Kutno,,93-524,626-134-6111,Vladamir Brooksbank,308-452-8782,Single,Vladamir Brooksbank,9,Bachelor's Degree,33,4.89,true,true
269,Rosmunda,Antcliff,10/9/1964,Transsexual Woman,Asian,Senior Editor,Sales,7/12/2006,9/18/2014,172659.39,47.98,74.14,Bi-weekly,0.35,406-16-4153,51 Atwood Trail,Sindang,,,751-436-0281,Rosmunda Antcliff,702-116-1571,Divorced,Rosmunda Antcliff,6,Bachelor's Degree,16,4.71,true,true
270,Hervey,Georgel,4/29/1950,Cis Male,Asian,Programmer Analyst IV,Business Development,6/15/2012,11/14/2008,45318.72,64.62,85.97,Weekly,0.03,495-96-7363,3 Porter Drive,Yalukou,,,929-954-6737,Hervey Georgel,850-528-9271,Married,Hervey Georgel,5,Master's Degree,12,3.59,false,false
271,Luke,Masham,5/17/2002,Transfeminine,Asian,Director of Sales,Marketing,12/24/2019,9/29/2017,84809.23,30.45,17.85,Weekly,0.71,262-21-8915,8334 Meadow Vale Hill,Embajador Martini,,6203,777-739-9601,Luke Masham,690-920-0465,Divorced,Luke Masham,5,Master's Degree,23,1.96,true,true
272,Lizzie,Rosentholer,3/29/1975,Cis Male,Hispanic,Financial Analyst,Sales,6/2/2019,12/17/2009,73665.2,22.55,68.11,Monthly,0.27,231-30-1442,3 Rowland Way,Payao,,7008,479-666-6246,Lizzie Rosentholer,467-937-2909,Divorced,Lizzie Rosentholer,10,Associate's Degree,27,1.44,false,true
273,Bili,Hakey,12/11/1965,Transsexual Person,Other,Senior Developer,Support,10/3/2001,8/31/2007,80076.94,42.08,15.8,Monthly,0.93,793-63-2470,87779 Jana Plaza,Piritiba,,44830-000,729-243-3409,Bili Hakey,305-352-3339,Single,Bili Hakey,3,Master's Degree,40,1.22,true,true
274,Babita,Frosch,8/20/1967,Cisgender,Hispanic,Speech Pathologist,Business Development,8/2/2002,7/17/2013,187693.75,43.7,98.82,Weekly,0.36,377-58-7421,3 Garrison Drive,Siilinjärvi,,71801,274-501-8885,Babita Frosch,235-474-5475,Single,Babita Frosch,1,Associate's Degree,19,4.78,false,true
275,Klarrisa,Twine,6/27/1952,Gender Nonconforming,Other,GIS Technical Architect,Human Resources,2/12/2016,8/23/2000,178679.89,41.11,57.87,Monthly,0.25,386-33-8310,5 Oak Circle,Mégara,,,616-763-4441,Klarrisa Twine,777-249-3556,Single,Klarrisa Twine,8,Master's Degree,14,3.01,true,false
276,Temple,Wybourne,5/8/1987,Intersex,Other,Account Executive,Services,3/11/2000,6/11/2012,90913.84,53.39,57.8,Weekly,0.18,888-85-6259,7 Kensington Way,Nestório,,,627-812-4720,Temple Wybourne,320-188-2253,Married,Temple Wybourne,6,Associate's Degree,12,4.26,false,true
277,Cooper,Lannon,6/25/1986,Cisgender Man,Asian,Paralegal,Services,12/27/2003,8/7/2012,162488.81,72.23,96.09,Monthly,0.95,724-52-0199,26 Mifflin Drive,Fengniancun,,,578-492-9544,Cooper Lannon,467-652-9004,Married,Cooper Lannon,3,Master's Degree,45,1.67,false,false
278,Lucas,Revey,6/22/1996,Gender Variant,Asian,Automation Specialist IV,Engineering,7/17/2017,2/26/2018,184470.65,54.77,39.28,Monthly,0.31,472-95-4952,203 Waxwing Alley,Yunga,,,347-838-3729,Lucas Revey,589-906-2725,Married,Lucas Revey,0,High School,41,1.18,false,false
279,Mercie,Jaslem,3/16/1984,Transgender Man,Hispanic,Civil Engineer,Product Management,3/28/2012,10/31/2016,93090.39,27.76,17.68,Monthly,1.0,647-28-5655,18 Bartillon Place,Sinchao,,,780-879-4849,Mercie Jaslem,266-606-0017,Divorced,Mercie Jaslem,6,High School,31,4.17,true,true
280,Lanette,Knibb,7/12/1952,Transgender Woman,Asian,Structural Engineer,Business Development,11/28/2016,3/24/2003,168873.47,23.19,82.16,Bi-weekly,0.95,457-71-8172,2 Oak Trail,Shiqiao,,,706-192-0066,Lanette Knibb,382-776-6824,Widowed,Lanette Knibb,1,Doctorate,39,4.74,true,true
281,Janene,Collingdon,8/9/1988,Androgyne,Black,Editor,Legal,3/5/2002,9/29/2000,105894.17,69.28,87.2,Bi-weekly,0.96,427-22-1382,986 Ohio Alley,Obong,,2614,177-475-2397,Janene Collingdon,643-227-2716,Married,Janene Collingdon,1,Master's Degree,24,2.59,false,false
282,Donna,Luther,4/23/1996,Non-binary,Hispanic,Director of Sales,Support,5/28/2011,4/9/2003,191833.34,48.64,77.38,Monthly,0.95,801-75-3085,90 Dottie Parkway,Guanting,,,523-392-9043,Donna Luther,750-646-6810,Married,Donna Luther,4,Bachelor's Degree,31,2.35,true,false
283,Dorice,January 1st,9/2/1961,Cis Male,White,Legal Assistant,Legal,9/26/2014,7/12/2014,42312.03,19.58,11.61,Monthly,0.84,790-54-5525,335 Pankratz Center,Gengwan,,,645-413-6227,Dorice January 1st,592-648-1192,Single,Dorice January 1st,0,Doctorate,32,3.83,true,false
284,Elvira,Bellhanger,8/30/1985,Transsexual Female,Other,Structural Analysis Engineer,Accounting,11/27/2005,2/7/2011,30180.42,85.83,77.95,Monthly,0.64,153-33-6188,8582 Everett Circle,Gllogjan,,,508-978-5665,Elvira Bellhanger,243-850-2318,Single,Elvira Bellhanger,6,Bachelor's Degree,42,2.75,false,true
285,Coralie,Nolleth,6/3/1950,Pangender,Asian,Account Executive,Business Development,9/13/2016,5/24/2008,39282.79,69.93,25.83,Weekly,0.8,311-59-6423,3 Anthes Center,Gamagōri,,444-0701,569-240-7605,Coralie Nolleth,414-711-3537,Divorced,Coralie Nolleth,2,Associate's Degree,8,1.47,true,true
286,Bartholemy,Babalola,9/10/1956,Cisgender Woman,Other,Financial Advisor,Support,4/5/2012,4/17/2015,30027.2,93.65,78.66,Monthly,0.65,425-17-6646,3 Sutherland Place,Nuing,,1707,770-438-0182,Bartholemy Babalola,556-287-5952,Married,Bartholemy Babalola,6,Doctorate,12,1.08,true,false
287,Larissa,Sinclair,4/5/1964,Cisgender Woman,White,General Manager,Product Management,11/13/2014,8/5/2006,107302.08,64.36,46.86,Weekly,0.2,241-95-9651,33 Harbort Place,Pakisaji,,,534-453-6271,Larissa Sinclair,518-830-6188,Divorced,Larissa Sinclair,6,Associate's Degree,3,1.54,false,false
288,Sadella,Hars,3/13/1959,Cis Woman,Other,Senior Sales Associate,Training,3/15/2021,8/20/2019,101469.49,43.27,62.8,Monthly,0.08,638-76-3302,9296 Annamark Terrace,Savyon,,,167-525-3903,Sadella Hars,501-654-1802,Single,Sadella Hars,1,High School,21,2.04,false,true
289,Jeffie,Surridge,12/23/1972,Two-Spirit,Other,Desktop Support Technician,Support,3/19/2002,4/3/2019,182823.85,32.47,68.54,Weekly,0.19,633-80-8263,9 Scott Drive,Ubon Ratchathani,,67150,902-368-1219,Jeffie Surridge,816-533-8221,Divorced,Jeffie Surridge,9,Associate's Degree,22,1.83,true,false
290,Cassandra,McCurtain,9/18/1995,Cisgender Man,Other,Research Assistant III,Sales,2/11/2015,12/21/2002,37156.39,17.07,49.37,Weekly,0.12,399-31-3520,7212 Thierer Plaza,Sydney,NSW,1109,524-155-8071,Cassandra McCurtain,662-580-9893,Divorced,Cassandra McCurtain,4,Master's Degree,35,4.96,true,true
291,Virgil,Walak,1/28/1961,Transsexual Person,Black,VP Product Management,Support,5/26/2011,3/11/2011,118643.83,69.28,17.76,Weekly,0.6,195-72-6189,79874 Ohio Drive,Lumbang,,4014,147-162-8753,Virgil Walak,528-416-0285,Divorced,Virgil Walak,3,High School,12,1.2,false,false
292,Jarrad,Ormiston,8/13/2002,Gender Questioning,Other,Administrative Assistant II,Human Resources,4/1/2008,9/15/2014,163292.35,97.57,88.51,Bi-weekly,0.99,844-06-3267,31132 Moose Avenue,Mabuttal East,,3517,764-991-2301,Jarrad Ormiston,202-410-2681,Single,Jarrad Ormiston,8,Master's Degree,42,2.84,true,true
293,Allissa,Orys,5/21/1955,Cis,Asian,Technical Writer,Research and Development,10/21/2021,5/3/2007,51694.37,68.01,49.28,Monthly,0.78,100-40-4065,8 Arapahoe Court,Silveiros,03,4775-224,552-131-4205,Allissa Orys,767-794-6518,Widowed,Allissa Orys,2,High School,24,2.23,true,true
294,Alfi,Creelman,11/3/1959,Transmasculine,Other,Registered Nurse,Engineering,7/10/2021,5/3/2003,87264.96,22.2,11.95,Monthly,0.89,588-75-9479,3409 Delladonna Junction,Tabonoc,,6414,852-315-4566,Alfi Creelman,882-992-3662,Married,Alfi Creelman,0,Bachelor's Degree,38,2.23,false,false
295,Guglielmo,Peach,3/27/1953,Male to Female,Black,Safety Technician IV,Research and Development,3/23/2004,12/4/2016,70953.3,98.65,44.89,Monthly,0.53,122-42-6173,9439 Dapin Crossing,Sydney,NSW,1161,527-240-1054,Guglielmo Peach,394-831-8087,Widowed,Guglielmo Peach,5,High School,38,2.52,false,true
296,Marjie,Durston,1/29/1998,Transgender Person,Black,Director of Sales,Support,10/10/2017,10/4/2007,143929.33,85.2,16.67,Monthly,0.74,580-20-6097,21 Colorado Terrace,Vitarte,,,649-671-0214,Marjie Durston,798-181-4911,Widowed,Marjie Durston,1,Master's Degree,5,1.94,false,true
297,Maris,Ivanov,2/28/1997,Transsexual Female,White,Assistant Professor,Support,2/9/2002,6/18/2012,81563.76,73.03,56.19,Weekly,0.02,408-37-8594,34112 Pawling Avenue,Kista,AB,164 35,819-298-1736,Maris Ivanov,236-143-2180,Single,Maris Ivanov,2,Associate's Degree,18,4.18,true,true
298,Brady,Silmon,12/8/1957,Cisgender Female,Black,Financial Analyst,Engineering,8/13/2001,8/7/2005,32692.32,43.25,68.62,Monthly,0.91,888-56-3932,58353 Washington Terrace,Dalgān,,,885-279-0943,Brady Silmon,921-329-6665,Divorced,Brady Silmon,2,High School,4,1.1,false,true
299,Sybilla,Ladd,8/4/1983,Two-Spirit,Asian,Account Executive,Human Resources,7/2/2003,9/26/2002,188367.49,28.65,21.23,Weekly,0.93,115-18-3246,1099 Everett Circle,Wewoloe,,,208-394-3904,Sybilla Ladd,706-499-4205,Divorced,Sybilla Ladd,2,High School,48,2.08,true,true
300,Harlie,Limeburner,8/11/1968,Cisgender Male,Asian,Senior Developer,Accounting,6/17/2018,11/21/2017,70105.28,69.28,21.09,Weekly,0.21,606-16-9289,89 Northview Trail,Akure,,,156-475-5762,Harlie Limeburner,660-355-4498,Single,Harlie Limeburner,2,Bachelor's Degree,46,2.3,true,false
301,Tybalt,Washbrook,10/4/1975,Genderqueer,White,Graphic Designer,Support,10/21/2009,9/29/2012,67997.38,62.72,30.24,Bi-weekly,0.35,803-91-8628,28 Heath Center,Bera,,6680,245-433-8170,Tybalt Washbrook,153-435-4953,Single,Tybalt Washbrook,9,Master's Degree,40,2.22,true,false
302,Shermie,Corpes,7/27/2000,Transfeminine,White,Senior Quality Engineer,Services,6/19/2004,10/27/2005,183238.34,70.83,49.96,Weekly,0.58,346-56-1644,41340 Briar Crest Pass,Kupusina,,,783-323-4997,Shermie Corpes,633-990-0927,Single,Shermie Corpes,3,Bachelor's Degree,13,1.6,true,true
303,Lacie,Denne,3/19/1986,Agender,Black,Chief Design Engineer,Research and Development,8/19/2001,3/31/2011,95600.27,48.34,91.59,Bi-weekly,0.28,462-98-7904,7949 Scofield Court,Oyama,,981-1502,762-641-6848,Lacie Denne,322-679-0890,Divorced,Lacie Denne,4,Associate's Degree,19,1.16,true,false
304,Auria,Parbrook,7/15/1996,Transsexual Male,Asian,Nurse,Sales,10/30/2014,3/30/2016,124520.82,82.8,46.29,Weekly,0.76,620-52-3295,930 Declaration Crossing,Frösön,Z,832 47,417-433-5423,Auria Parbrook,436-125-9413,Married,Auria Parbrook,3,Master's Degree,39,4.02,true,true
305,Nora,Grgic,7/31/1996,MTF,White,Quality Engineer,Legal,9/11/2002,10/12/2000,189645.87,50.5,35.32,Monthly,0.74,877-24-3038,237 Oneill Center,Ciomas,,,396-887-9929,Nora Grgic,303-765-7073,Single,Nora Grgic,4,High School,10,2.09,false,false
306,Otho,Newlands,10/12/1999,MTF,Other,Associate Professor,Human Resources,10/26/2001,9/1/2001,180073.3,19.49,41.3,Monthly,0.28,401-74-4525,4 Center Avenue,Baquero Norte,,3322,398-256-7971,Otho Newlands,153-139-3752,Single,Otho Newlands,3,Bachelor's Degree,10,2.94,true,false
307,Carolynn,Groome,10/15/1957,Gender Fluid,Other,Librarian,Support,12/28/2005,5/28/2000,121793.61,50.28,32.77,Monthly,0.85,409-06-5121,83 Sunnyside Road,Arauquita,,816019,777-376-8342,Carolynn Groome,839-329-2861,Divorced,Carolynn Groome,4,Doctorate,29,3.1,false,true
308,Tome,Hane,3/18/1959,Gender Nonconforming,Hispanic,Senior Sales Associate,Training,1/8/2006,8/10/2004,89697.82,17.01,87.87,Bi-weekly,0.9,620-64-8945,317 Esch Avenue,San Antonio de los Cobres,,4411,262-997-0438,Tome Hane,704-668-6710,Married,Tome Hane,4,Associate's Degree,8,2.17,false,true
309,Isabeau,Byrcher,8/28/1950,Gender Questioning,Asian,Product Engineer,Product Management,3/19/2008,8/19/2020,76750.17,57.1,45.0,Monthly,0.09,484-73-0753,12 Upham Pass,El Cantón,,,823-387-7505,Isabeau Byrcher,137-793-3810,Single,Isabeau Byrcher,6,Doctorate,40,4.88,false,false
310,Willow,Stolting,1/21/1990,Transsexual Male,Asian,Senior Developer,Business Development,8/23/2009,9/29/2018,170607.61,39.18,52.49,Bi-weekly,0.86,287-67-8369,552 Roxbury Park,Bhairāhawā,,,352-710-5564,Willow Stolting,438-569-4939,Divorced,Willow Stolting,5,Doctorate,31,1.49,false,false
