employee_id,first_name,last_name,date_of_birth,gender,ethnicity,job_title,department,hire_date,termination_date,salary,hourly_rate,overtime_rate,pay_frequency,tax_withholding,ssn,address,city,state,zip_code,phone_number,emergency_contact_name,emergency_contact_phone,marital_status,spouse_name,number_of_dependents,education_level,years_of_experience,performance_rating,benefits_eligible,union_member
86,Jorie,MacCahee,8/2/1952,Female,Asian,Safety Technician IV,Sales,12/11/2006,11/22/2005,63537.45,66.2,98.11,Monthly,0.74,402-85-4440,3 Starling Parkway,Chengfeng,,,979-570-1189,Jorie MacCahee,679-509-6529,Single,Jorie MacCahee,6,Associate's Degree,42,1.8,false,true
87,Melisenda,Ashford,1/9/1956,Female,Asian,Automation Specialist I,Sales,10/5/2014,1/13/2014,118570.0,87.94,32.89,Bi-weekly,0.58,634-11-6288,207 Johnson Park,Ocumare del Tuy,,,126-419-8609,Melisenda Ashford,479-777-2015,Widowed,Melisenda Ashford,1,Doctorate,35,2.24,false,true
88,Archibold,Donkersley,7/6/1951,Male,White,Graphic Designer,Human Resources,5/4/2001,12/16/2018,27529.39,96.28,39.48,Weekly,0.18,408-95-6774,61230 Pawling Circle,Gōtsuchō,,699-3162,413-813-8880,Archibold Donkersley,202-859-9661,Widowed,Archibold Donkersley,2,Master's Degree,19,4.41,false,false
89,Abe,Kingaby,1/18/1954,Male,Asian,Analog Circuit Design manager,Training,9/9/2014,4/19/2008,112682.17,45.02,94.77,Bi-weekly,0.02,830-32-0754,8630 Lien Terrace,Oklahoma City,OK,73179,405-438-9215,Abe Kingaby,696-845-2276,Widowed,Abe Kingaby,5,High School,18,3.82,true,false
90,Waring,Boolsen,9/13/1963,Male,Other,Administrative Assistant III,Product Management,3/4/2009,2/8/2018,153619.67,50.88,76.37,Bi-weekly,0.81,391-78-5232,1 Messerschmidt Court,El Salitre,MIC,58503,861-375-2114,Waring Boolsen,137-652-4975,Divorced,Waring Boolsen,0,Associate's Degree,10,2.15,false,false
91,Erwin,De Leek,1/2/1980,Male,Asian,Business Systems Development Analyst,Accounting,3/4/2011,8/6/2005,39572.39,93.05,76.99,Bi-weekly,0.45,128-87-6502,96201 Brickson Park Road,Buy,,157008,610-476-7170,Erwin De Leek,702-509-6684,Married,Erwin De Leek,10,Master's Degree,12,1.16,false,false
92,Brewer,McNish,10/28/1987,Male,White,Registered Nurse,Marketing,12/6/2018,3/16/2014,106607.81,23.5,99.65,Monthly,0.12,791-71-7737,218 Menomonie Road,Périgueux,97,24004 CEDEX,461-884-5105,Brewer McNish,293-637-8186,Divorced,Brewer McNish,1,Associate's Degree,28,1.07,false,false
93,Antonella,Deelay,4/9/1998,Female,Other,Statistician IV,Training,8/1/2017,3/20/2020,98872.8,21.01,12.85,Bi-weekly,0.47,701-76-6838,777 Arrowood Crossing,Toksovo,,188667,658-254-9543,Antonella Deelay,325-581-9983,Single,Antonella Deelay,0,Associate's Degree,43,4.49,true,false
94,Deina,Ferroni,5/15/1966,Female,Black,Editor,Research and Development,1/27/2021,8/24/2001,77778.96,41.0,74.2,Monthly,0.65,770-43-9061,32720 Nobel Pass,Agriá,,,524-680-3773,Deina Ferroni,754-199-8309,Married,Deina Ferroni,5,Bachelor's Degree,49,1.41,true,true
95,Domingo,Willford,6/23/1991,Male,Black,Media Manager IV,Business Development,9/28/2010,8/17/2010,65324.62,43.66,34.25,Monthly,0.06,464-66-9933,0 Buena Vista Avenue,San Fernando,,8711,282-374-6445,Domingo Willford,673-417-0894,Widowed,Domingo Willford,7,Bachelor's Degree,14,2.95,false,false
96,Jareb,Valek,6/7/1978,Male,Hispanic,Senior Developer,Engineering,11/6/2018,9/30/2014,122766.27,93.42,24.55,Monthly,0.32,593-71-6137,61 Fieldstone Alley,Shalang,,,704-677-6698,Jareb Valek,768-267-5341,Divorced,Jareb Valek,9,Doctorate,26,4.74,true,false
97,Dollie,Radbourn,3/28/1973,Female,Other,Office Assistant II,Accounting,2/4/2009,12/8/2000,28631.24,83.16,40.46,Weekly,0.27,524-84-6451,8872 Forest Circle,Li’an,,,520-909-5696,Dollie Radbourn,803-568-0681,Married,Dollie Radbourn,5,Associate's Degree,41,4.78,true,false
98,Yettie,McTerlagh,5/20/1979,Female,White,Data Coordinator,Human Resources,10/30/2012,1/28/2001,37424.9,36.59,18.89,Monthly,0.96,628-60-0851,945 Ridgeway Drive,Karlshamn,K,374 81,542-871-7322,Yettie McTerlagh,411-773-2770,Married,Yettie McTerlagh,1,High School,46,2.36,false,false
99,Minerva,Ceccoli,8/22/1988,Female,Black,Account Coordinator,Research and Development,11/4/2011,4/18/2019,35985.09,68.45,65.53,Weekly,0.72,645-52-5452,89 Rigney Way,Jāmpur,,33001,936-774-8182,Minerva Ceccoli,869-572-0790,Married,Minerva Ceccoli,8,Master's Degree,38,1.19,false,true
100,Kayla,Seagar,9/4/1993,Female,Other,Food Chemist,Engineering,7/16/2014,1/15/2016,100043.95,96.78,96.24,Monthly,0.83,364-64-5517,0017 Vidon Lane,Tembisa,,1693,431-453-0385,Kayla Seagar,764-396-5958,Divorced,Kayla Seagar,7,High School,12,3.14,true,false
